mean_voltage,min_voltage,max_voltage,voltage_std,mean_current,mean_temp,max_temp,discharge_time,voltage_range,energy,internal_resistance_proxy
3.5614100044534203,2.694074478000972,4.187344026387161,0.22544994683917527,-1.883193546754683,31.98795810666763,38.165816144899125,3492.907,1.493269548386189,23426.31367704232,0.792944919556796
3.5298286688693397,2.612467347907089,4.191491807505295,0.23655823616646718,-1.8187019641679727,32.572328114029,38.98218133148803,3690.234,1.5790244595982057,23690.218580971115,0.8682145961754585
3.5373201277859714,2.587208728940726,4.189773213846608,0.23536612087025036,-1.8175598506612867,32.72523522519307,39.03339796678704,3672.344,1.6025644849058818,23610.56838674865,0.8817115995444211
3.5617586337260088,2.654880745360911,4.199853323702163,0.2213510620234656,-1.9293005284805407,31.849792632896243,38.31473393357882,3395.219,1.5449725783412518,23330.935957694746,0.8007937357298552
3.559061771422033,2.697942608427116,4.1991847248803165,0.21771514337644682,-1.9170149640438081,31.649024294808623,38.0745950590744,3358.719,1.5012421164532004,22915.78292951783,0.7831140400554816
3.5510121537420285,2.6603527244917,4.1990980807180325,0.2216201354243429,-1.9151304155635374,31.41911167391793,38.11684755251712,3293.172,1.5387453562263325,22395.714711867546,0.8034672418412335
3.5540131386228695,2.6309416727017187,4.19902365945384,0.22473746346279738,-1.9261308349663746,32.28423408691397,38.95156480403077,3283.563,1.5680819867521216,22477.61178107115,0.8141093762564267
3.5529355991467955,2.603858472633368,4.189029250882121,0.23306799549076232,-1.853972745505648,32.3461408313,38.526267904657,3550.594,1.5851707782487532,23387.925179295846,0.8550125275999623
3.558081969139198,2.5724981777366227,4.189286794768804,0.23524097823363496,-1.8826095043160835,32.3181954403762,38.582485834057856,3470.281,1.616788617032181,23245.604167442834,0.8588014426380403
3.555692244172496,2.5249886697730286,4.188837765892728,0.23855345527869287,-1.8825367876363654,32.15709029211502,38.52029413487392,3470.0,1.6638490961196997,23227.213449433064,0.8838330401902625
3.5436291614253204,2.643236235233877,4.19916986492694,0.22548872600732597,-1.8964907679062355,32.21689335291319,39.14007944734004,3240.14,1.555933629693063,21775.231230464182,0.820427304786482
3.5444946147995258,2.656450207001938,4.199246833083063,0.22535563972499398,-1.895971437908019,32.55632993697177,39.349611598028886,3230.109,1.5427966260811248,21707.17408967627,0.8137231297430769
3.5409201846556857,2.626177688152069,4.19925518864016,0.2279232427931213,-1.8899648799839277,32.40048085325998,39.29444535878087,3229.7810000000027,1.5730775004880915,21614.388182556813,0.8323311638311
3.50609090727422,2.656849703962618,4.197739340034368,0.23177324893998671,-1.7893518988259458,33.03772281691292,40.33650561265159,3039.047,1.54088963607175,19065.85771426549,0.8611435100827675
3.5030568931470634,2.690162319231471,4.197717228550219,0.22962412070328486,-1.773860289771637,33.130681310493344,40.44479269068758,3002.641,1.5075549093187477,18658.211545107744,0.849871925167738
3.4938988589692483,2.6936969083341418,4.196925753814179,0.22991162204202661,-1.742762839332656,33.75168100943646,41.02198772703674,2937.625,1.5032288454800375,17887.3075985447,0.8625545306561204
3.538422485261741,2.6857210282450983,4.197785116892181,0.22478623561389083,-1.876359921441716,32.30899951427638,39.10678394120843,3195.125,1.5120640886470826,21213.56638529932,0.8058492752477903
3.53928626988912,2.69017866510873,4.201331130571617,0.22405053018605095,-1.8709550260104437,32.56636929496717,39.44448954135193,3195.312999999994,1.5111524654628874,21158.868802889643,0.8076899961594566
3.541195668799061,2.6582230344240045,4.199610827671791,0.22571944550735676,-1.8893703824420507,32.29371860868794,39.10487658009542,3212.469,1.5413877932477869,21493.442156346846,0.8158204403707608
3.540671044783382,2.695100237338448,4.1994453812630566,0.22232770586728487,-1.8776883243431417,32.136071448067796,39.0462609369598,3213.219,1.5043451439246085,21362.368949062537,0.8011682893552492
